dataset,k,L,method,params,tvd,outputsize
sift-128-euclidean,12,1000,rank,"E2LSH(k=12, L=1000, w=4)", 0.010439476190476187, 4.26
sift-128-euclidean,13,1000,rank,"E2LSH(k=13, L=1000, w=4)", 0.010439476190476187, 4.26
sift-128-euclidean,15,1000,rank,"E2LSH(k=15, L=1000, w=4)", 0.010439476190476187, 4.26
sift-128-euclidean,10,500,rank,"E2LSH(k=10, L=500, w=4)", 0.009772690476190475, 4.26
sift-128-euclidean,11,1000,rank,"E2LSH(k=11, L=1000, w=4)", 0.010439476190476187, 4.26
sift-128-euclidean,10,200,rank,"E2LSH(k=10, L=200, w=4)", 0.009520476190476194, 4.26
sift-128-euclidean,13,500,rank,"E2LSH(k=13, L=500, w=4)", 0.009772690476190475, 4.26
sift-128-euclidean,11,500,rank,"E2LSH(k=11, L=500, w=4)", 0.009772690476190475, 4.26
sift-128-euclidean,13,200,rank,"E2LSH(k=13, L=200, w=4)", 0.009520476190476194, 4.26
sift-128-euclidean,14,100,rank,"E2LSH(k=14, L=100, w=4)", 0.009801523809523807, 4.26
sift-128-euclidean,12,100,rank,"E2LSH(k=12, L=100, w=4)", 0.009801523809523807, 4.26
sift-128-euclidean,12,500,rank,"E2LSH(k=12, L=500, w=4)", 0.009772690476190475, 4.26
sift-128-euclidean,14,500,rank,"E2LSH(k=14, L=500, w=4)", 0.009772690476190475, 4.26
sift-128-euclidean,15,200,rank,"E2LSH(k=15, L=200, w=4)", 0.009520476190476194, 4.26
sift-128-euclidean,11,200,rank,"E2LSH(k=11, L=200, w=4)", 0.009520476190476194, 4.26
sift-128-euclidean,13,100,rank,"E2LSH(k=13, L=100, w=4)", 0.009801523809523807, 4.26
sift-128-euclidean,10,100,rank,"E2LSH(k=10, L=100, w=4)", 0.009801523809523807, 4.26
sift-128-euclidean,11,100,rank,"E2LSH(k=11, L=100, w=4)", 0.009801523809523807, 4.26
sift-128-euclidean,15,100,rank,"E2LSH(k=15, L=100, w=4)", 0.009801523809523807, 4.26
sift-128-euclidean,15,500,rank,"E2LSH(k=15, L=500, w=4)", 0.009772690476190475, 4.26
sift-128-euclidean,10,1000,rank,"E2LSH(k=10, L=1000, w=4)", 0.010439476190476187, 4.26
sift-128-euclidean,14,200,rank,"E2LSH(k=14, L=200, w=4)", 0.009520476190476194, 4.26
sift-128-euclidean,12,200,weighted_uniform,"E2LSH(k=12, L=200, w=4)", 0.01035, 4.26
sift-128-euclidean,14,1000,weighted_uniform,"E2LSH(k=14, L=1000, w=4)", 0.011605642857142858, 4.26
sift-128-euclidean,12,1000,weighted_uniform,"E2LSH(k=12, L=1000, w=4)", 0.011605642857142858, 4.26
sift-128-euclidean,13,1000,weighted_uniform,"E2LSH(k=13, L=1000, w=4)", 0.011605642857142858, 4.26
sift-128-euclidean,15,1000,weighted_uniform,"E2LSH(k=15, L=1000, w=4)", 0.011605642857142858, 4.26
sift-128-euclidean,10,500,weighted_uniform,"E2LSH(k=10, L=500, w=4)", 0.011605642857142858, 4.26
sift-128-euclidean,11,1000,weighted_uniform,"E2LSH(k=11, L=1000, w=4)", 0.011605642857142858, 4.26
sift-128-euclidean,10,200,weighted_uniform,"E2LSH(k=10, L=200, w=4)", 0.01035, 4.26
sift-128-euclidean,13,500,weighted_uniform,"E2LSH(k=13, L=500, w=4)", 0.011605642857142858, 4.26
sift-128-euclidean,11,500,weighted_uniform,"E2LSH(k=11, L=500, w=4)", 0.011605642857142858, 4.26
sift-128-euclidean,13,200,weighted_uniform,"E2LSH(k=13, L=200, w=4)", 0.01035, 4.26
sift-128-euclidean,14,100,weighted_uniform,"E2LSH(k=14, L=100, w=4)", 0.01035, 4.26
sift-128-euclidean,12,100,weighted_uniform,"E2LSH(k=12, L=100, w=4)", 0.01035, 4.26
sift-128-euclidean,12,500,weighted_uniform,"E2LSH(k=12, L=500, w=4)", 0.011605642857142858, 4.26
sift-128-euclidean,14,500,weighted_uniform,"E2LSH(k=14, L=500, w=4)", 0.011605642857142858, 4.26
sift-128-euclidean,15,200,weighted_uniform,"E2LSH(k=15, L=200, w=4)", 0.01035, 4.26
sift-128-euclidean,11,200,weighted_uniform,"E2LSH(k=11, L=200, w=4)", 0.01035, 4.26
sift-128-euclidean,13,100,weighted_uniform,"E2LSH(k=13, L=100, w=4)", 0.01035, 4.26
sift-128-euclidean,10,100,weighted_uniform,"E2LSH(k=10, L=100, w=4)", 0.01035, 4.26
sift-128-euclidean,11,100,weighted_uniform,"E2LSH(k=11, L=100, w=4)", 0.01035, 4.26
sift-128-euclidean,15,100,weighted_uniform,"E2LSH(k=15, L=100, w=4)", 0.01035, 4.26
sift-128-euclidean,15,500,weighted_uniform,"E2LSH(k=15, L=500, w=4)", 0.011605642857142858, 4.26
sift-128-euclidean,10,1000,weighted_uniform,"E2LSH(k=10, L=1000, w=4)", 0.011605642857142858, 4.26
sift-128-euclidean,14,200,weighted_uniform,"E2LSH(k=14, L=200, w=4)", 0.01035, 4.26
sift-128-euclidean,12,200,uniform,"E2LSH(k=12, L=200, w=4)", 0.010185904761904764, 4.26
sift-128-euclidean,14,1000,uniform,"E2LSH(k=14, L=1000, w=4)", 0.010499333333333336, 4.26
sift-128-euclidean,12,1000,uniform,"E2LSH(k=12, L=1000, w=4)", 0.010499333333333336, 4.26
sift-128-euclidean,13,1000,uniform,"E2LSH(k=13, L=1000, w=4)", 0.010499333333333336, 4.26
sift-128-euclidean,15,1000,uniform,"E2LSH(k=15, L=1000, w=4)", 0.010499333333333336, 4.26
sift-128-euclidean,10,500,uniform,"E2LSH(k=10, L=500, w=4)", 0.010499333333333336, 4.26
sift-128-euclidean,11,1000,uniform,"E2LSH(k=11, L=1000, w=4)", 0.010499333333333336, 4.26
sift-128-euclidean,10,200,uniform,"E2LSH(k=10, L=200, w=4)", 0.010185904761904764, 4.26
sift-128-euclidean,13,500,uniform,"E2LSH(k=13, L=500, w=4)", 0.010499333333333336, 4.26
sift-128-euclidean,11,500,uniform,"E2LSH(k=11, L=500, w=4)", 0.010499333333333336, 4.26
sift-128-euclidean,13,200,uniform,"E2LSH(k=13, L=200, w=4)", 0.010185904761904764, 4.26
sift-128-euclidean,14,100,uniform,"E2LSH(k=14, L=100, w=4)", 0.010185904761904764, 4.26
sift-128-euclidean,12,100,uniform,"E2LSH(k=12, L=100, w=4)", 0.010185904761904764, 4.26
sift-128-euclidean,12,500,uniform,"E2LSH(k=12, L=500, w=4)", 0.010499333333333336, 4.26
sift-128-euclidean,14,500,uniform,"E2LSH(k=14, L=500, w=4)", 0.010499333333333336, 4.26
sift-128-euclidean,15,200,uniform,"E2LSH(k=15, L=200, w=4)", 0.010185904761904764, 4.26
sift-128-euclidean,11,200,uniform,"E2LSH(k=11, L=200, w=4)", 0.010185904761904764, 4.26
sift-128-euclidean,13,100,uniform,"E2LSH(k=13, L=100, w=4)", 0.010185904761904764, 4.26
sift-128-euclidean,10,100,uniform,"E2LSH(k=10, L=100, w=4)", 0.010185904761904764, 4.26
sift-128-euclidean,11,100,uniform,"E2LSH(k=11, L=100, w=4)", 0.010185904761904764, 4.26
sift-128-euclidean,15,100,uniform,"E2LSH(k=15, L=100, w=4)", 0.010185904761904764, 4.26
sift-128-euclidean,15,500,uniform,"E2LSH(k=15, L=500, w=4)", 0.010499333333333336, 4.26
sift-128-euclidean,10,1000,uniform,"E2LSH(k=10, L=1000, w=4)", 0.010499333333333336, 4.26
sift-128-euclidean,14,200,uniform,"E2LSH(k=14, L=200, w=4)", 0.010185904761904764, 4.26
movielens,13,100,opt,"OneBitMinHash(k=13, L=100)", 0.012698594527584421, 93.54
movielens,10,100,opt,"OneBitMinHash(k=10, L=100)", 0.012581923439702167, 468.54
movielens,10,200,opt,"OneBitMinHash(k=10, L=200)", 0.012534557847991557, 828.48
movielens,11,100,opt,"OneBitMinHash(k=11, L=100)", 0.012513832250073843, 305.82
movielens,15,500,opt,"OneBitMinHash(k=15, L=500)", 0.012629757132375628, 156.08
movielens,15,100,opt,"OneBitMinHash(k=15, L=100)", 0.012735468697970449, 37.98
movielens,14,200,opt,"OneBitMinHash(k=14, L=200)", 0.012464789661524554, 111.42
movielens,10,500,opt,"OneBitMinHash(k=10, L=500)", 0.012627345542997138, 1419.06
movielens,12,100,opt,"OneBitMinHash(k=12, L=100)", 0.01265561317259285, 166.52
movielens,13,500,opt,"OneBitMinHash(k=13, L=500)", 0.012464058292101394, 441.72
movielens,14,500,opt,"OneBitMinHash(k=14, L=500)", 0.01256729805292412, 272.0
movielens,11,500,opt,"OneBitMinHash(k=11, L=500)", 0.01266617704759291, 1058.72
movielens,14,100,opt,"OneBitMinHash(k=14, L=100)", 0.012627987282448181, 55.76
movielens,15,200,opt,"OneBitMinHash(k=15, L=200)", 0.012482612025230164, 65.84
movielens,12,500,opt,"OneBitMinHash(k=12, L=500)", 0.012606878358824538, 700.88
movielens,13,200,opt,"OneBitMinHash(k=13, L=200)", 0.012472118713332632, 191.74
movielens,11,200,opt,"OneBitMinHash(k=11, L=200)", 0.012594581984947435, 557.84
movielens,12,200,opt,"OneBitMinHash(k=12, L=200)", 0.012727380278401448, 309.94
movielens,13,100,approx_degree,"OneBitMinHash(k=13, L=100)", 0.2470983304220381, 93.54
movielens,10,100,approx_degree,"OneBitMinHash(k=10, L=100)", 0.2586673059531549, 468.54
movielens,10,200,approx_degree,"OneBitMinHash(k=10, L=200)", 0.2697252932217957, 828.48
movielens,11,100,approx_degree,"OneBitMinHash(k=11, L=100)", 0.25347682071197847, 305.82
movielens,15,500,approx_degree,"OneBitMinHash(k=15, L=500)", 0.2537919779893625, 156.08
movielens,15,100,approx_degree,"OneBitMinHash(k=15, L=100)", 0.2364961553838349, 37.98
movielens,14,200,approx_degree,"OneBitMinHash(k=14, L=200)", 0.24283983855333818, 111.42
movielens,10,500,approx_degree,"OneBitMinHash(k=10, L=500)", 0.30153678781646664, 1419.06
movielens,12,100,approx_degree,"OneBitMinHash(k=12, L=100)", 0.25130768440591944, 166.52
movielens,13,500,approx_degree,"OneBitMinHash(k=13, L=500)", 0.260359409892226, 441.72
movielens,14,500,approx_degree,"OneBitMinHash(k=14, L=500)", 0.2532962758088307, 272.0
movielens,11,500,approx_degree,"OneBitMinHash(k=11, L=500)", 0.2833564278612456, 1058.72
movielens,14,100,approx_degree,"OneBitMinHash(k=14, L=100)", 0.2527715086912764, 55.76
movielens,15,200,approx_degree,"OneBitMinHash(k=15, L=200)", 0.23341582771640848, 65.84
movielens,12,500,approx_degree,"OneBitMinHash(k=12, L=500)", 0.26834761192294737, 700.88
movielens,13,200,approx_degree,"OneBitMinHash(k=13, L=200)", 0.2521154678899923, 191.74
movielens,11,200,approx_degree,"OneBitMinHash(k=11, L=200)", 0.2616993935739986, 557.84
movielens,12,200,approx_degree,"OneBitMinHash(k=12, L=200)", 0.2533561218263724, 309.94
movielens,13,100,rank,"OneBitMinHash(k=13, L=100)", 0.012636575106124598, 93.54
movielens,10,100,rank,"OneBitMinHash(k=10, L=100)", 0.012584083857459063, 468.54
movielens,10,200,rank,"OneBitMinHash(k=10, L=200)", 0.012610321462471086, 828.48
movielens,11,100,rank,"OneBitMinHash(k=11, L=100)", 0.012540516829243523, 305.82
movielens,15,500,rank,"OneBitMinHash(k=15, L=500)", 0.012721149902124867, 156.08
movielens,15,100,rank,"OneBitMinHash(k=15, L=100)", 0.012275868009804458, 37.98
movielens,14,200,rank,"OneBitMinHash(k=14, L=200)", 0.012664175397658496, 111.42
movielens,10,500,rank,"OneBitMinHash(k=10, L=500)", 0.012671725499066668, 1419.06
movielens,12,100,rank,"OneBitMinHash(k=12, L=100)", 0.012540904138986411, 166.52
movielens,13,500,rank,"OneBitMinHash(k=13, L=500)", 0.012732269900327336, 441.72
movielens,14,500,rank,"OneBitMinHash(k=14, L=500)", 0.012576085957873955, 272.0
movielens,11,500,rank,"OneBitMinHash(k=11, L=500)", 0.012616633287394562, 1058.72
movielens,14,100,rank,"OneBitMinHash(k=14, L=100)", 0.012633598330532838, 55.76
movielens,15,200,rank,"OneBitMinHash(k=15, L=200)", 0.012327859942832026, 65.84
movielens,12,500,rank,"OneBitMinHash(k=12, L=500)", 0.012624141751539832, 700.88
movielens,13,200,rank,"OneBitMinHash(k=13, L=200)", 0.012603087152139019, 191.74
movielens,11,200,rank,"OneBitMinHash(k=11, L=200)", 0.012645932826530891, 557.84
movielens,12,200,rank,"OneBitMinHash(k=12, L=200)", 0.01258734809372949, 309.94
movielens,13,100,weighted_uniform,"OneBitMinHash(k=13, L=100)", 0.03426861098031716, 93.54
movielens,10,100,weighted_uniform,"OneBitMinHash(k=10, L=100)", 0.12237054227569295, 468.54
movielens,10,200,weighted_uniform,"OneBitMinHash(k=10, L=200)", 0.19443919261876672, 828.48
movielens,11,100,weighted_uniform,"OneBitMinHash(k=11, L=100)", 0.09230733325884505, 305.82
movielens,15,500,weighted_uniform,"OneBitMinHash(k=15, L=500)", 0.06298978472864153, 156.08
movielens,15,100,weighted_uniform,"OneBitMinHash(k=15, L=100)", 0.0200015208770129, 37.98
movielens,14,200,weighted_uniform,"OneBitMinHash(k=14, L=200)", 0.041908603583698786, 111.42
movielens,10,500,weighted_uniform,"OneBitMinHash(k=10, L=500)", 0.23410200907374043, 1419.06
movielens,12,100,weighted_uniform,"OneBitMinHash(k=12, L=100)", 0.04977352921247784, 166.52
movielens,13,500,weighted_uniform,"OneBitMinHash(k=13, L=500)", 0.1377602906316243, 441.72
movielens,14,500,weighted_uniform,"OneBitMinHash(k=14, L=500)", 0.0934056899219618, 272.0
movielens,11,500,weighted_uniform,"OneBitMinHash(k=11, L=500)", 0.22288198861965017, 1058.72
movielens,14,100,weighted_uniform,"OneBitMinHash(k=14, L=100)", 0.027863036112693848, 55.76
movielens,15,200,weighted_uniform,"OneBitMinHash(k=15, L=200)", 0.030294682179686467, 65.84
movielens,12,500,weighted_uniform,"OneBitMinHash(k=12, L=500)", 0.18324472799715466, 700.88
movielens,13,200,weighted_uniform,"OneBitMinHash(k=13, L=200)", 0.05960882810217529, 191.74
movielens,11,200,weighted_uniform,"OneBitMinHash(k=11, L=200)", 0.15016481832609868, 557.84
movielens,12,200,weighted_uniform,"OneBitMinHash(k=12, L=200)", 0.09598978307428911, 309.94
movielens,13,100,uniform,"OneBitMinHash(k=13, L=100)", 0.2682843312918019, 93.54
movielens,10,100,uniform,"OneBitMinHash(k=10, L=100)", 0.32631710691633387, 468.54
movielens,10,200,uniform,"OneBitMinHash(k=10, L=200)", 0.33178955114378395, 828.48
movielens,11,100,uniform,"OneBitMinHash(k=11, L=100)", 0.32646726956524313, 305.82
movielens,15,500,uniform,"OneBitMinHash(k=15, L=500)", 0.21559422494211777, 156.08
movielens,15,100,uniform,"OneBitMinHash(k=15, L=100)", 0.20569866582527144, 37.98
movielens,14,200,uniform,"OneBitMinHash(k=14, L=200)", 0.2434343491281626, 111.42
movielens,10,500,uniform,"OneBitMinHash(k=10, L=500)", 0.325618584919159, 1419.06
movielens,12,100,uniform,"OneBitMinHash(k=12, L=100)", 0.28916976177804815, 166.52
movielens,13,500,uniform,"OneBitMinHash(k=13, L=500)", 0.2901547708322718, 441.72
movielens,14,500,uniform,"OneBitMinHash(k=14, L=500)", 0.26110191142390476, 272.0
movielens,11,500,uniform,"OneBitMinHash(k=11, L=500)", 0.331031183034171, 1058.72
movielens,14,100,uniform,"OneBitMinHash(k=14, L=100)", 0.2354004893486306, 55.76
movielens,15,200,uniform,"OneBitMinHash(k=15, L=200)", 0.2094689359364195, 65.84
movielens,12,500,uniform,"OneBitMinHash(k=12, L=500)", 0.31310758779047126, 700.88
movielens,13,200,uniform,"OneBitMinHash(k=13, L=200)", 0.2764473150219575, 191.74
movielens,11,200,uniform,"OneBitMinHash(k=11, L=200)", 0.3318336763603524, 557.84
movielens,12,200,uniform,"OneBitMinHash(k=12, L=200)", 0.30085887253595095, 309.94
